"Laikotarpis","Rodiklis","Administracinė teritorija","Žemės ūkio augalai","Ūkio tipas","Matavimo vienetai","Reikšmė"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kmynai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro","0.11"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Braškės","Visi ūkiai","t iš 1 hektaro","2.63"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro","7.98"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","7.63"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","11.75"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro","18.91"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Lauko daržovės","Visi ūkiai","t iš 1 hektaro","7.80"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kopūstai","Visi ūkiai","t iš 1 hektaro","17.41"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Morkos","Visi ūkiai","t iš 1 hektaro","8.86"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Svogūnai","Visi ūkiai","t iš 1 hektaro","3.14"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Burokėliai","Visi ūkiai","t iš 1 hektaro","3.00"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro","40.49"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro","30.15"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.12"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro","1.62"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Liucernų šienas","Visi ūkiai","t iš 1 hektaro","2.43"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","1.61"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","8.21"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","9.33"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","14.40"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","6.90"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","3.04"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","8.64"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","0.50"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","3.49"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","1.14"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Obelys","Visi ūkiai","t iš 1 hektaro","1.78"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","0.49"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Bulvės","Visi ūkiai","t iš 1 hektaro","19.32"
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Pagėgių sav.","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","2.96"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Javai","Visi ūkiai","t iš 1 hektaro","3.02"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","3.32"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","3.46"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.92"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.77"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","2.05"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","2.75"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.94"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","2.57"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","3.37"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Avižos","Visi ūkiai","t iš 1 hektaro","2.04"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Grikiai","Visi ūkiai","t iš 1 hektaro","1.13"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro","4.20"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kukurūzai","Visi ūkiai","t iš 1 hektaro","8.00"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kiti javai","Visi ūkiai","t iš 1 hektaro","2.50"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro","2.27"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žirniai","Visi ūkiai","t iš 1 hektaro","1.96"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pupos","Visi ūkiai","t iš 1 hektaro","2.56"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vikiai","Visi ūkiai","t iš 1 hektaro","0.63"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro","2.60"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Lubinai","Visi ūkiai","t iš 1 hektaro","1.41"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro","1.41"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro","0.81"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro","0.81"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Rapsai","Visi ūkiai","t iš 1 hektaro","1.57"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro","1.60"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro","1.04"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro","0.49"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Sojos","Visi ūkiai","t iš 1 hektaro","0.67"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kmynai","Visi ūkiai","t iš 1 hektaro","0.42"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Braškės","Visi ūkiai","t iš 1 hektaro","2.38"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro","11.28"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","10.16"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","18.66"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro","19.71"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Lauko daržovės","Visi ūkiai","t iš 1 hektaro","10.57"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kopūstai","Visi ūkiai","t iš 1 hektaro","19.29"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Morkos","Visi ūkiai","t iš 1 hektaro","9.15"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Svogūnai","Visi ūkiai","t iš 1 hektaro","3.39"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Burokėliai","Visi ūkiai","t iš 1 hektaro","26.96"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro","18.94"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro","2.87"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro","30.06"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro","27.21"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro","2.62"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","6.64"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro","1.98"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Liucernų šienas","Visi ūkiai","t iš 1 hektaro","2.50"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro","3.31"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","1.90"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","5.67"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","6.24"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","9.49"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","5.37"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","1.55"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.22"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","0.40"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","3.99"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","1.38"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Obelys","Visi ūkiai","t iš 1 hektaro","2.16"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","1.01"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Bulvės","Visi ūkiai","t iš 1 hektaro","11.87"
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Šilalės r. sav.","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","3.53"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Javai","Visi ūkiai","t iš 1 hektaro","3.74"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","4.18"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","4.38"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","3.53"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.47"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","3.08"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","2.68"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.41"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","3.04"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","4.76"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro","2.00"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Avižos","Visi ūkiai","t iš 1 hektaro","2.15"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Grikiai","Visi ūkiai","t iš 1 hektaro","0.70"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro","2.88"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kukurūzai","Visi ūkiai","t iš 1 hektaro","9.60"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kiti javai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro","1.76"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žirniai","Visi ūkiai","t iš 1 hektaro","1.37"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pupos","Visi ūkiai","t iš 1 hektaro","1.99"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vikiai","Visi ūkiai","t iš 1 hektaro","0.79"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro","1.71"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Lubinai","Visi ūkiai","t iš 1 hektaro","1.08"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro","1.08"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro","0.81"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro","0.81"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Rapsai","Visi ūkiai","t iš 1 hektaro","2.10"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro","2.14"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro","1.19"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro","0.78"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Sojos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kmynai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro","0.47"
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Tauragės r. sav.","Braškės","Visi ūkiai","t iš 1 hektaro","3.75"
